No,grade,Marbling,Color,Texture,Surface_Moisture,Total,image_path
2041,등심1++,10.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002041.jpg
2042,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002042.jpg
2043,등심1++,6.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002043.jpg
2044,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002044.jpg
2045,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002045.jpg
2047,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_002047.jpg
2049,등심1++,10.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002049.jpg
2050,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002050.jpg
2051,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002051.jpg
2052,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_002052.jpg
2053,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002053.jpg
2054,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_002054.jpg
2057,등심1++,6.0,4.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002057.jpg
2058,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002058.jpg
2059,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002059.jpg
2060,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002060.jpg
2062,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002062.jpg
2066,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002066.jpg
2067,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002067.jpg
2068,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_002068.jpg
2069,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002069.jpg
2070,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002070.jpg
2072,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002072.jpg
2073,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002073.jpg
2074,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002074.jpg
2076,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002076.jpg
2079,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002079.jpg
2080,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002080.jpg
2081,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002081.jpg
2083,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002083.jpg
2085,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002085.jpg
2086,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002086.jpg
2087,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002087.jpg
2088,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002088.jpg
2089,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002089.jpg
2091,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002091.jpg
2092,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002092.jpg
2095,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002095.jpg
2096,등심1++,8.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002096.jpg
2097,등심1++,6.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002097.jpg
2098,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002098.jpg
2099,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002099.jpg
2101,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_002101.jpg
2103,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002103.jpg
2105,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002105.jpg
2106,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002106.jpg
2107,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002107.jpg
2108,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002108.jpg
2109,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002109.jpg
2110,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002110.jpg
2111,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002111.jpg
2112,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002112.jpg
2113,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_002113.jpg
2115,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_002115.jpg
2117,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002117.jpg
2118,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002118.jpg
2121,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002121.jpg
2123,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002123.jpg
2124,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002124.jpg
2126,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002126.jpg
2127,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002127.jpg
2128,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_002128.jpg
2129,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002129.jpg
2130,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_002130.jpg
2131,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_002131.jpg
2132,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002132.jpg
2135,등심1++,6.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002135.jpg
2136,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002136.jpg
2137,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002137.jpg
2138,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002138.jpg
2143,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002143.jpg
2146,등심1++,2.0,10.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_002146.jpg
2147,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002147.jpg
2148,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002148.jpg
2149,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002149.jpg
2151,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002151.jpg
2152,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002152.jpg
2154,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002154.jpg
2155,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002155.jpg
2156,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002156.jpg
2157,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002157.jpg
2159,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002159.jpg
2163,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002163.jpg
2164,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002164.jpg
2165,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002165.jpg
2167,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002167.jpg
2168,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002168.jpg
2169,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002169.jpg
2171,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_002171.jpg
2172,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002172.jpg
2173,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002173.jpg
2178,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002178.jpg
2180,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002180.jpg
2181,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002181.jpg
2183,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_002183.jpg
2185,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002185.jpg
2186,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002186.jpg
2187,등심1++,10.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002187.jpg
2188,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002188.jpg
2189,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002189.jpg
2190,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002190.jpg
2191,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002191.jpg
2192,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002192.jpg
2193,등심1++,8.0,10.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002193.jpg
2194,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002194.jpg
2195,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002195.jpg
2197,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_002197.jpg
2200,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002200.jpg
2202,등심1++,8.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002202.jpg
2203,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002203.jpg
2204,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002204.jpg
2205,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002205.jpg
2206,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002206.jpg
2207,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002207.jpg
2208,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002208.jpg
2209,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002209.jpg
2211,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002211.jpg
2212,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_002212.jpg
2216,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002216.jpg
2218,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002218.jpg
2219,등심1++,10.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002219.jpg
2220,등심1++,10.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002220.jpg
2221,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002221.jpg
2222,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_002222.jpg
2224,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002224.jpg
2226,등심1++,8.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002226.jpg
2227,등심1++,10.0,6.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_002227.jpg
2229,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002229.jpg
2231,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002231.jpg
2232,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002232.jpg
2233,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002233.jpg
2234,등심1++,6.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_002234.jpg
2235,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_002235.jpg
2236,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002236.jpg
2237,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002237.jpg
2238,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002238.jpg
2239,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_002239.jpg
2240,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002240.jpg
2241,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002241.jpg
2243,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002243.jpg
2244,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002244.jpg
2245,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002245.jpg
2246,등심1++,10.0,6.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_002246.jpg
2247,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002247.jpg
2248,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002248.jpg
2249,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002249.jpg
2250,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002250.jpg
2252,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002252.jpg
2253,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002253.jpg
2254,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002254.jpg
2255,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002255.jpg
2256,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002256.jpg
2259,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_002259.jpg
2260,등심1++,10.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002260.jpg
2261,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002261.jpg
2264,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002264.jpg
2265,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002265.jpg
2266,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002266.jpg
2267,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002267.jpg
2268,등심1++,4.0,4.0,4.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002268.jpg
2269,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_002269.jpg
2271,등심1++,6.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002271.jpg
2272,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002272.jpg
2273,등심1++,10.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002273.jpg
2274,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002274.jpg
2276,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002276.jpg
2277,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002277.jpg
2278,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002278.jpg
2279,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002279.jpg
2280,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002280.jpg
2281,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002281.jpg
2282,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002282.jpg
2284,등심1++,10.0,4.0,8.0,2.0,10.0,dataset/meat_dataset/등심1++/등심1++_002284.jpg
2285,등심1++,6.0,4.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002285.jpg
2286,등심1++,6.0,4.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002286.jpg
2287,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002287.jpg
2288,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002288.jpg
2289,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002289.jpg
2290,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002290.jpg
2291,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002291.jpg
2292,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002292.jpg
2295,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002295.jpg
2296,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002296.jpg
2297,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002297.jpg
2298,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_002298.jpg
2299,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002299.jpg
2300,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_002300.jpg
2303,등심1++,6.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_002303.jpg
2304,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002304.jpg
2305,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002305.jpg
2306,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002306.jpg
2307,등심1++,10.0,6.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_002307.jpg
2308,등심1++,8.0,10.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002308.jpg
2309,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002309.jpg
2310,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002310.jpg
2311,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002311.jpg
2313,등심1++,10.0,6.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_002313.jpg
2315,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_002315.jpg
2316,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_002316.jpg
2317,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002317.jpg
2318,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002318.jpg
2322,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_002322.jpg
2323,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_002323.jpg
2324,등심1++,10.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002324.jpg
2325,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_002325.jpg
2326,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_002326.jpg
1,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000001.jpg
2,등심1+,8.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000002.jpg
3,등심1+,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1+/등심1+_000003.jpg
6,등심1+,6.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1+/등심1+_000006.jpg
7,등심1+,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1+/등심1+_000007.jpg
9,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000009.jpg
10,등심1+,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1+/등심1+_000010.jpg
12,등심1+,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1+/등심1+_000012.jpg
13,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000013.jpg
14,등심1+,8.0,4.0,8.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000014.jpg
15,등심1+,6.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1+/등심1+_000015.jpg
16,등심1+,6.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1+/등심1+_000016.jpg
18,등심1+,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1+/등심1+_000018.jpg
20,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000020.jpg
21,등심1+,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1+/등심1+_000021.jpg
22,등심1+,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1+/등심1+_000022.jpg
23,등심1+,10.0,6.0,8.0,4.0,10.0,dataset/meat_dataset/등심1+/등심1+_000023.jpg
24,등심1+,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1+/등심1+_000024.jpg
26,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000026.jpg
27,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000027.jpg
28,등심1+,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1+/등심1+_000028.jpg
29,등심1+,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1+/등심1+_000029.jpg
30,등심1+,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1+/등심1+_000030.jpg
31,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000031.jpg
33,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000033.jpg
35,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000035.jpg
36,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000036.jpg
37,등심1+,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1+/등심1+_000037.jpg
38,등심1+,4.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1+/등심1+_000038.jpg
39,등심1+,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1+/등심1+_000039.jpg
41,등심1+,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1+/등심1+_000041.jpg
43,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000043.jpg
44,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000044.jpg
45,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000045.jpg
46,등심1+,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1+/등심1+_000046.jpg
48,등심1+,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1+/등심1+_000048.jpg
49,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000049.jpg
50,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000050.jpg
51,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000051.jpg
52,등심1+,6.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000052.jpg
53,등심1+,6.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000053.jpg
54,등심1+,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000054.jpg
55,등심1+,6.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000055.jpg
57,등심1+,6.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1+/등심1+_000057.jpg
