grade,Marbling,Color,Texture,Surface_Moisture,Total,image_path
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01793.jpg
등심1++,6.0,4.0,8.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01794.jpg
등심1++,10.0,6.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_01795.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01796.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01797.jpg
등심1++,8.0,4.0,8.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01798.jpg
등심1++,10.0,8.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_01799.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01800.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01801.jpg
등심1++,2.0,4.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_01802.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01803.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01804.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01805.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01806.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01807.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01808.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01809.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01810.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01811.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_01812.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01813.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01814.jpg
등심1++,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_01815.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01816.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01817.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01818.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01819.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01820.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01821.jpg
등심1++,2.0,4.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_01822.jpg
등심1++,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_01823.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01824.jpg
등심1++,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_01825.jpg
등심1++,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_01826.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01827.jpg
등심1++,8.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01828.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01829.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01830.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01831.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01832.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01833.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01834.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01835.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01836.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01838.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01839.jpg
등심1++,6.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01840.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01841.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01842.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01843.jpg
등심1++,8.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01844.jpg
등심1++,8.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01845.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01846.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_01847.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01848.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01849.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01850.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01851.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01852.jpg
등심1++,6.0,6.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01853.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01854.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01855.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_01857.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01858.jpg
등심1++,4.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01859.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01860.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01861.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01862.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01863.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01864.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01865.jpg
등심1++,8.0,4.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01866.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01867.jpg
등심1++,8.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01868.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01869.jpg
등심1++,8.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01870.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01871.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01872.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01873.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01874.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01875.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01877.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01878.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_01879.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01880.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01881.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01882.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01883.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01884.jpg
등심1++,2.0,10.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_01885.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01886.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01887.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01888.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01889.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01890.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01891.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01892.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01893.jpg
등심1++,8.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01894.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01895.jpg
등심1++,4.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01896.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01897.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01898.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01899.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01900.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01901.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01902.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01903.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01904.jpg
등심1++,2.0,4.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_01905.jpg
등심1++,6.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01906.jpg
등심1++,10.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01907.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01908.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01909.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01910.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01911.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01912.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01913.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01915.jpg
등심1++,4.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01916.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01917.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01918.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01919.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01920.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01921.jpg
등심1++,6.0,4.0,8.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01922.jpg
등심1++,10.0,4.0,8.0,6.0,8.0,./meat_dataset/등심1++/등심1++_01923.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01924.jpg
등심1++,8.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01925.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01926.jpg
등심1++,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_01927.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01928.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01929.jpg
등심1++,10.0,6.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_01930.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01931.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01932.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01933.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01934.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01935.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01936.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01937.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01938.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01939.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01940.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01941.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01942.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01943.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01944.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01945.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01946.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01947.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01948.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01949.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01950.jpg
등심1++,6.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01951.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01952.jpg
등심1++,2.0,10.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_01953.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_01954.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01955.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01956.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01957.jpg
등심1++,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_01958.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01959.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01960.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01961.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01962.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01963.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01964.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01965.jpg
등심1++,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01966.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01967.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01968.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01969.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01970.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_01973.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01974.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01975.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01977.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01979.jpg
등심1++,8.0,4.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01980.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01981.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01982.jpg
등심1++,10.0,6.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_01983.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01984.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01985.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01986.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01987.jpg
등심1++,8.0,4.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01988.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01989.jpg
등심1++,6.0,4.0,8.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01990.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01991.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01992.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_01993.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_01994.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01995.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_01996.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_01997.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01998.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_01999.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02000.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02001.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02002.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02003.jpg
등심1++,6.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_02004.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02005.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02006.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02007.jpg
등심1++,6.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_02008.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_02009.jpg
등심1++,4.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02010.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_02011.jpg
등심1++,10.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02012.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_02013.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_02014.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02015.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02016.jpg
등심1++,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_02017.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_02018.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_02019.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_02020.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_02021.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_02022.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02023.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02024.jpg
등심1++,10.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02025.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02026.jpg
등심1++,10.0,8.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_02027.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02028.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02029.jpg
등심1++,10.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02030.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_02031.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02033.jpg
등심1++,10.0,4.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02034.jpg
등심1++,10.0,4.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02035.jpg
등심1++,4.0,10.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_02036.jpg
등심1++,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_02037.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02038.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02039.jpg
등심1++,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_02040.jpg
등심1++,10.0,4.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02041.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02042.jpg
등심1++,6.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02043.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02044.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_02045.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02046.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_02047.jpg
등심1++,10.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02049.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02050.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02051.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_02052.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02053.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_02054.jpg
등심1++,6.0,10.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02055.jpg
등심1++,6.0,10.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02056.jpg
등심1++,6.0,4.0,8.0,4.0,6.0,./meat_dataset/등심1++/등심1++_02057.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02058.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02059.jpg
등심1++,8.0,8.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02060.jpg
등심1++,4.0,8.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_02061.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02062.jpg
등심1++,4.0,8.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_02063.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02064.jpg
등심1++,10.0,4.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02065.jpg
등심1++,8.0,4.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02066.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_02067.jpg
등심1++,4.0,6.0,4.0,4.0,4.0,./meat_dataset/등심1++/등심1++_02068.jpg
등심1++,8.0,4.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02069.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_02070.jpg
등심1++,10.0,4.0,8.0,4.0,10.0,./meat_dataset/등심1++/등심1++_02071.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02072.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02073.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02074.jpg
등심1++,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심1++/등심1++_02075.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_02076.jpg
등심1++,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_02077.jpg
등심1++,6.0,10.0,4.0,6.0,4.0,./meat_dataset/등심1++/등심1++_02078.jpg
등심1++,8.0,6.0,8.0,4.0,8.0,./meat_dataset/등심1++/등심1++_02079.jpg
등심1++,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심1++/등심1++_02080.jpg
등심1++,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심1++/등심1++_02081.jpg
